gauge_id,state,name,provider,lat,long
06619420,CO,"WILLIAMS DRAW NEAR WALDEN, CO",usgs,40.73831094,-106.1141858
06619450,CO,"CANADIAN RIVER NEAR BROWNLEE, CO.",usgs,40.80803159,-106.2364125
06619500,CO,"CANADIAN RIVER AT COWDREY, CO.",usgs,40.86303036,-106.3114149
06620000,CO,"NORTH PLATTE RIVER NEAR NORTHGATE, CO",usgs,40.93663889,-106.3391944
06657500,CO,"LARAMIE RIVER NEAR GLENDEVEY, CO",usgs,40.8001111,-105.8786389
06659580,CO,SAND CREEK AT COLORADO-WYOMING STATE LINE,usgs,40.99365,-105.7597028
06693800,CO,"MOSQUITO CREEK NEAR ALMA, CO",usgs,39.2699896,-106.0511297
06693980,CO,"MIDDLE FORK SOUTH PLATTE RIVER AB FAIRPLAY, CO.",usgs,39.2366568,-106.0291847
06694100,CO,"MIDDLE FORK SOUTH PLATTE RIVER NR HARTSEL, CO.",usgs,39.0222146,-105.7586185
06694400,CO,"SOUTH FORK SOUTH PLATTE RIVER AB FAIRPLAY, CO.",usgs,39.082493,-106.04835
06694700,CO,"FOURMILE CREEK NEAR FAIRPLAY, CO.",usgs,39.1844355,-106.0636293
06695000,CO,"S PLATTE RIV AB 11-MILE CANYON RES, NR HARTSEL, CO",usgs,38.96749238,-105.58139
06696000,CO,"SOUTH PLATTE RIVER NEAR LAKE GEORGE, CO.",usgs,38.90526996,-105.4733299
06696200,CO,"SOUTH PLATTE RIVER AT LAKE GEORGE, CO.",usgs,38.98638079,-105.3636059
06696980,CO,"TARRYALL CREEK AT UPPER STATION NEAR COMO, CO",usgs,39.33943296,-105.9116813
06697200,CO,"FRENCH CREEK NEAR JEFFERSON,COLORADO",usgs,39.4149877,-105.8902912
06697450,CO,"MICHIGAN CREEK ABOVE JEFFERSON, CO.",usgs,39.358877,-105.8414011
06698000,CO,"JEFFERSON CREEK NEAR JEFFERSON, CO.",usgs,39.3924861,-105.8105722
06698500,CO,"TARRYALL CREEK NEAR JEFFERSON, CO.",usgs,39.2949885,-105.7186202
06699000,CO,"ROCK CREEK NEAR JEFFERSON, CO",usgs,39.29144444,-105.6976111
06699005,CO,"TARRYALL CREEK BELOW ROCK CREEK NEAR JEFFERSON, CO",usgs,39.28693314,-105.6958417
06699500,CO,"TARRYALL CREEK NEAR LAKE GEORGE, CO.",usgs,39.08082468,-105.4166643
06700000,CO,"SOUTH PLATTE RIVER ABOVE CHEESMAN LAKE, CO.",usgs,39.16276858,-105.3102732
06700500,CO,"GOOSE CREEK ABOVE CHEESMAN LAKE, CO.",usgs,39.20887938,-105.3036069
06701500,CO,"SOUTH PLATTE RIVER BELOW CHEESMAN LAKE, CO",usgs,39.20915718,-105.2677725
06701550,CO,"FOURMILE CREEK ABOVE MOUTH NEAR DECKERS, CO",usgs,39.230546,-105.2252713
06701620,CO,"TROUT CREEK BLW FERN CR NR WESTCREEK, CO.",usgs,39.16749104,-105.1222112
06701700,CO,WEST CR. ABV SHREWSBURY GULCH NR WESTCREEK CO,usgs,39.14304667,-105.161379
06701900,CO,SO. PLATTE R. BLW BRUSH CR. NR TRUMBULL CO,usgs,39.25999025,-105.2219379
06701970,CO,"SPRING CREEK ABOVE MOUTH NEAR SOUTH PLATTE, CO",usgs,39.39360037,-105.1841572
06702000,CO,"S PLATTE R AB NORTH FORK AT SOUTH PLATTE, CO.",usgs,39.40610028,-105.171101
06702500,CO,"NORTH FORK SOUTH PLATTE RIVER AT GRANT, CO.",usgs,39.45915449,-105.6641716
06704500,CO,DUCK CREEK NEAR GRANT COLORADO,usgs,39.5302648,-105.7311175
06705500,CO,"GENEVA CREEK AT GRANT, CO.",usgs,39.4722098,-105.6822276
06706000,CO,"NF SOUTH PLATTE R BELOW GENEVA C, AT GRANT, CO.",usgs,39.4572101,-105.6586159
06706400,CO,"N.F. SOUTH PLATTE RIVER ABOVE ELK CRK AT PINE, CO",usgs,39.4074891,-105.3191615
06706500,CO,"NORTH FORK SOUTH PLATTE RIVER AT PINE, CO.",usgs,39.406378,-105.315828
06706600,CO,"MILLER GULCH NR BUFFALO CREEK, CO.",usgs,39.39193365,-105.2847162
06706800,CO,BUFFALO CREEK AT MOUTH AT BUFFALO CREEK,usgs,39.3908225,-105.2713825
06707000,CO,"NF SOUTH PLATTE RIVER AT SOUTH PLATTE, CO.",usgs,39.408878,-105.1758234
06707500,CO,"SOUTH PLATTE RIVER AT SOUTH PLATTE, CO",usgs,39.4091558,-105.1699899
06708000,CO,"SOUTH PLATTE RIVER AT WATERTON, CO.",usgs,39.48832188,-105.0927643
06708600,CO,"WEST PLUM CREEK NEAR PERRY PARK, CO",usgs,39.2594722,-104.9519028
06708750,CO,"EAST PLUM CR AT CASTLE ROCK, COLO.",usgs,39.3844342,-104.8622014
06708800,CO,"EAST PLUM CR ABV HASKINS GULCH NR CASTLE ROCK, CO",usgs,39.423,-104.9046111
06709000,CO,"PLUM CREEK NEAR SEDALIA, CO.",usgs,39.43832246,-104.9830387
06709500,CO,"PLUM CREEK NEAR LOUVIERS, CO.",usgs,39.48443309,-105.0024836
06709530,CO,"PLUM CREEK AT TITAN ROAD NEAR LOUVIERS, CO",usgs,39.50736944,-105.0244667
06709740,CO,"LEE GULCH AT LITTLETON, CO",usgs,39.5961111,-105.0160278
06709910,CO,"DUTCH CR AT PLATTE CANYON DRIVE NEAR LITTLETON, CO",usgs,39.6001111,-105.0419222
06710000,CO,"SOUTH PLATTE RIVER AT LITTLETON, CO.",usgs,39.6188766,-105.0191499
06710245,CO,"SOUTH PLATTE RIVER AT UNION AVE AT ENGLEWOOD, CO",usgs,39.6310987,-105.0144274
06710247,CO,"SOUTH PLATTE RIVER BELOW UNION AVE, AT ENGLEWOOD,C",usgs,39.6324876,-105.014983
06710385,CO,"BEAR CREEK ABOVE EVERGREEN, CO",usgs,39.63316667,-105.3369444
06710500,CO,"BEAR CREEK AT MORRISON, CO",usgs,39.6530433,-105.1958219
06710605,CO,"BEAR CREEK ABOVE BEAR CREEK LAKE NEAR MORRISON, CO",usgs,39.65202778,-105.17325
06710992,CO,"TURKEY CREEK NEAR INDIAN HILLS, CO",usgs,39.6174879,-105.2238786
06710995,CO,"TURKEY CR. AT MOUTH OF CANYON, NR. MORRISON, CO",usgs,39.62026566,-105.1952666
06711040,CO,TURKEY CREEK ABOVE BEAR CREEK LAKE NEAR MORRISON C,usgs,39.64082108,-105.1599875
06711500,CO,"BEAR CREEK AT MOUTH AT SHERIDAN, CO",usgs,39.6522097,-105.033039
06711515,CO,"LITTLE DRY CREEK NR ARAPAHOE RD AT CENTENNIAL, CO",usgs,39.5937361,-104.9065
06711545,CO,"LITTLE DRY CREEK AT GREENWOOD VILLAGE, CO",usgs,39.61721007,-104.9527586
06711555,CO,"LITTLE DRY CREEK ABOVE ENGLEWOOD, CO",usgs,39.6491542,-104.9788705
06711565,CO,"SOUTH PLATTE RIVER AT ENGLEWOOD, CO.",usgs,39.66498738,-105.004149
06711570,CO,"HARVARD GULCH AT COLORADO BLVD. AT DENVER, CO",usgs,39.66920278,-104.9425083
06711575,CO,"HARVARD GULCH AT HARVARD PARK AT DENVER, CO",usgs,39.6717222,-104.9770278
06711590,CO,"SOUTH PLATTE RIVER AT FLORIDA AVE AT DENVER, CO.",usgs,39.6897094,-104.9997043
06711618,CO,"WEIR GULCH UPSTREAM FROM 1ST AVE. AT DENVER, CO",usgs,39.7172472,-105.0420111
06711770,CO,"DRY GULCH AT DENVER, CO",usgs,39.73415367,-105.0394275
06711780,CO,"LAKEWOOD GULCH AT DENVER, CO",usgs,39.73498698,-105.032205
06712000,CO,"CHERRY CREEK NEAR FRANKTOWN, CO.",usgs,39.3558234,-104.7633092
06712500,CO,"CHERRY CREEK NEAR MELVIN, CO",usgs,39.6049883,-104.8224759
06713000,CO,"CHERRY CREEK BELOW CHERRY CREEK LAKE, CO",usgs,39.65359899,-104.8630326
06713300,CO,"CHERRY CREEK AT GLENDALE, CO",usgs,39.7060984,-104.9374795
06713500,CO,"CHERRY CREEK AT DENVER, CO.",usgs,39.74248685,-104.9999817
06714000,CO,"SOUTH PLATTE RIVER AT DENVER, CO.",usgs,39.7597089,-105.003315
06714100,CO,"THIRTY-SIXTH STREET STORM SEWER AT DENVER, CO.",usgs,39.77304217,-104.9797029
06714130,CO,"SOUTH PLATTE RIVER AT 50TH AVENUE AT DENVER, CO.",usgs,39.7869309,-104.9749804
06714215,CO,"SOUTH PLATTE R AT 64TH AVE. COMMERCE CITY, CO.",usgs,39.81220846,-104.9583129
06714220,CO,"SENAC CR AT N BDR SLUDGE AREA, NR AURORA, CO DUP1",usgs,39.65165424,-104.6766369
06714360,CO,"SAND CRK ABV BURLINGTON DITCH NR COMMERCE CITY, CO",usgs,39.81025,-104.9503333
06714400,CO,"S CLEAR CR ABV LOWER CABIN CR RES NR GEORGETOWN,CO",usgs,39.64637617,-105.7069493
06714600,CO,SOUTH CLEAR CRK ABV LEAVENWORTH CRK NR GEORGETWN.,usgs,39.68693178,-105.6994488
06714800,CO,"LEAVENWORTH CREEK AT MOUTH NEAR GEORGETOWN, CO",usgs,39.68720955,-105.7002821
06715000,CO,CLEAR CREEK ABV WEST FORK CLEAR CREEK NR EMPIRE CO,usgs,39.7519319,-105.661947
06715500,CO,"WEST FORK CLEAR CREEK ABOVE EMPIRE, CO.",usgs,39.7602651,-105.6988928
06716000,CO,"WEST FORK CLEAR CREEK NEAR EMPIRE, CO.",usgs,39.75859859,-105.6602803
06716100,CO,"WEST FORK CLEAR CREEK ABV MOUTH NR EMPIRE, CO",usgs,39.75887636,-105.6600025
06716500,CO,"CLEAR CREEK NEAR LAWSON, CO",usgs,39.7658209,-105.6261123
06717000,CO,"FALL RIVER NEAR IDAHO SPRINGS, CO.",usgs,39.7552656,-105.5563875
06717400,CO,"CHICAGO CREEK BLW DEVILS CANYON NR IDAHO SPRGS, CO",usgs,39.71637678,-105.5713883
06717500,CO,"CLEAR CREEK AT IDAHO SPRINGS, CO.",usgs,39.74221028,-105.5136081
06718000,CO,"CLEAR CREEK BELOW 23RD AVENUE AT IDAHO SPRINGS, CO",usgs,39.74235,-105.5075
06718300,CO,"CLEAR CREEK ABV JOHNSON GULCH NR IDAHO SPRINGS, CO",usgs,39.7463768,-105.4361058
06718500,CO,"NORTH CLEAR CREEK NEAR BLACK HAWK, CO.",usgs,39.76359894,-105.4269389
06718550,CO,"NORTH CLEAR CREEK ABOVE MOUTH NR BLACK HAWK, CO",usgs,39.74887674,-105.3997159
06719000,CO,"CLEAR CREEK AT FORKS CREEK, CO.",usgs,39.7455434,-105.3977714
06719500,CO,"CLEAR CREEK NEAR GOLDEN, CO.",usgs,39.75054305,-105.2488783
06719505,CO,"CLEAR CREEK AT GOLDEN, CO",usgs,39.75304299,-105.2352667
06719526,CO,"CLEAR CREEK AT TABOR STREET, AT WHEATRIDGE, CO.",usgs,39.7741536,-105.1305412
06719560,CO,"LENA GULCH AT LAKEWOOD, CO",usgs,39.74040278,-105.1488333
06719725,CO,"RALSTON CREEK NEAR PLAINVIEW, CO.",usgs,39.85109799,-105.298602
06719730,CO,"SCHWARTZWALDER MINE EFFLUENT NEAR PLAINVIEW, CO.",usgs,39.8466535,-105.2819348
06719735,CO,"RALSTON C BL SHWARTZWLDER MINE NR PLAINVIEW, CO.",usgs,39.84359797,-105.2763791
06719740,CO,"RALSTON CREEK AB RALSTON RES, NR PLAINVIEW, CO.",usgs,39.82137587,-105.2616565
06719840,CO,"LITTLE DRY CREEK AT WESTMINSTER, CO",usgs,39.82655278,-105.0400639
06720000,CO,"CLEAR CREEK AT MOUTH NEAR DERBY, CO",usgs,39.8283194,-104.9588684
06720255,CO,"UVALDA INTERCEPT BL 56TH AV AT ROCKY MTN ARS, CO",usgs,39.79943105,-104.8363636
06720280,CO,"PEORIA INTERCEPT BL 56TH AV, AT ROCKY MTN ARS, CO",usgs,39.79887546,-104.8616424
06720285,CO,"HAVANA INTERCEPT BL 56TH AV, AT ROCKY MTN ARS, CO",usgs,39.80109764,-104.8644203
06720330,CO,"GRANGE HALL C AT GRANT PARK, AT NORTHGLENN, CO.",usgs,39.88804097,-104.9824801
06720415,CO,"GRANGE HALL CREEK AT NORTHGLENN, CO.",usgs,39.88915206,-104.9616459
06720417,CO,"GRANGE HALL CREEK BELOW NORTHGLENN, CO.",usgs,39.891652,-104.9580346
06720460,CO,"FIRST CR BEL BUCKLEY RD, AT ROCKY MTN ARSENAL, CO",usgs,39.8080421,-104.7938618
06720480,CO,"FIRST CR AB 96TH AVE, AT ROCKY MTN ARSENAL, CO",usgs,39.86748564,-104.8321963
06720490,CO,"FIRST CR AT HWY 2, NEAR ROCKY MTN ARSENAL, CO",usgs,39.87776328,-104.856086
06720500,CO,"SOUTH PLATTE RIVER AT HENDERSON, CO",usgs,39.92192936,-104.868864
06720690,CO,"WOMAN CREEK NEAR PLAINVIEW, CO.",usgs,39.885264,-105.198321
06720700,CO,"WOMAN CREEK AT ROCKY FLATS PLANT, CO.",usgs,39.88554175,-105.185265
06720780,CO,"WALNUT CREEK AT ROCKY FLATS PLANT, CO.",usgs,39.89915274,-105.1847094
06720790,CO,"SOUTH WALNUT CREEK AT ROCKY FLATS PLANT, CO.",usgs,39.89554166,-105.1847094
06720820,CO,"BIG DRY CREEK AT WESTMINSTER, CO",usgs,39.90568056,-105.0353889
06720990,CO,"BIG DRY CREEK AT MOUTH NEAR FORT LUPTON, CO",usgs,40.0688333,-104.8319861
06721000,CO,"SOUTH PLATTE RIVER AT FORT LUPTON, CO.",usgs,40.11609435,-104.8185831
06721500,CO,"NORTH ST. VRAIN CREEK NEAR ALLENS PARK, CO.",usgs,40.2188737,-105.5283329
06722000,CO,"N ST. VRAIN CREEK AT LONGMONT DAM, NR LYONS, CO.",usgs,40.22192955,-105.3586038
06722500,CO,"SOUTH ST. VRAIN CREEK NEAR WARD, CO.",usgs,40.09081927,-105.514443
06722900,CO,"MIDDLE ST. VRAIN CREEK NEAR RAYMOND, CO.",usgs,40.1297078,-105.51861
06723400,CO,"SOUTH ST. VRAIN CREEK ABOVE LYONS, CO.",usgs,40.21109646,-105.2802673
06724000,CO,"ST. VRAIN CREEK AT LYONS, CO.",usgs,40.21804094,-105.2599887
06724500,CO,"LEFT HAND CREEK NEAR BOULDER, CO.",usgs,40.12554106,-105.3038797
06725000,CO,"LEFT HAND CREEK AT MOUTH, AT LONGMONT, CO.",usgs,40.1472069,-105.1019276
06725100,CO,"ST. VRAIN CREEK NEAR LONGMONT, CO.",usgs,40.1519289,-105.0533146
06725450,CO,"ST. VRAIN CREEK BELOW LONGMONT, CO.",usgs,40.1583176,-105.0138687
06725500,CO,"MIDDLE BOULDER CREEK AT NEDERLAND, CO.",usgs,39.9616536,-105.504442
06726000,CO,"NORTH BOULDER CREEK AT SILVER LAKE, CO.",usgs,40.02776435,-105.575556
06726500,CO,"NORTH BOULDER CREEK NEAR NEDERLAND, CO.",usgs,39.98776458,-105.4963864
06726900,CO,"BUMMERS GULCH NEAR EL VADO, CO.",usgs,40.01165266,-105.3486038
06727000,CO,"BOULDER CREEK NEAR ORODELL, CO.",usgs,40.0063748,-105.3308254
06727410,CO,"FOURMILE CREEK AT LOGAN MILL ROAD NEAR CRISMAN, CO",usgs,40.04202778,-105.3649167
06727500,CO,"FOURMILE CREEK AT ORODELL, CO",usgs,40.01866667,-105.32625
06729000,CO,"SOUTH BOULDER CREEK NEAR ROLLINSVILLE, CO.",usgs,39.9147094,-105.5019417
06729300,CO,"SOUTH BOULDER CREEK AT PINECLIFFE, CO",usgs,39.93165347,-105.4230505
06729500,CO,"SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS, CO.",usgs,39.9310974,-105.2958242
06730160,CO,"FOURMILE CANYON CREEK NEAR SUNSHINE, CO",usgs,40.0576111,-105.3487778
06730200,CO,"BOULDER CREEK AT NORTH 75TH ST. NEAR BOULDER, CO",usgs,40.05165184,-105.1788754
06730300,CO,"COAL CREEK NEAR PLAINVIEW, CO.",usgs,39.87776439,-105.2772125
06730400,CO,"COAL CREEK NEAR LOUISVILLE, CO",usgs,39.9760962,-105.1172068
06730500,CO,"BOULDER CREEK AT MOUTH NEAR LONGMONT, CO",usgs,40.1522065,-105.0149799
06731000,CO,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE, CO.",usgs,40.25803869,-104.879696
06731800,CO,"BOULDER BROOK NEAR ESTES PARK, CO.",usgs,40.31581767,-105.615836
06732000,CO,"GLACIER CREEK NEAR ESTES PARK, CO.",usgs,40.34526186,-105.5855569
06732300,CO,"BEAVER BROOK NEAR ESTES PARK, CO.",usgs,40.3744284,-105.6211137
06733000,CO,"BIG THOMPSON RIVER AT ESTES PARK, CO.",usgs,40.37831704,-105.513887
06734500,CO,"FISH CREEK NEAR ESTES PARK, CO.",usgs,40.36859486,-105.4938863
06735500,CO,"BIG THOMPSON RIVER NEAR ESTES PARK, CO.",usgs,40.3763726,-105.4855525
06736000,CO,"NORTH FORK BIG THOMPSON RIVER AT DRAKE, CO.",usgs,40.43331689,-105.338879
06736500,CO,"BIG THOMPSON RIVER BL POWERHOUSE, NR DRAKE, CO.",usgs,40.4174838,-105.267765
06738000,CO,"BIG THOMPSON RIVER AT MOUTH OF CANYON NR DRAKE, CO",usgs,40.42165038,-105.2266522
06739500,CO,"BUCKHORN CREEK NEAR MASONVILLE, CO",usgs,40.43444444,-105.1844444
06740000,CO,"DRY CREEK NEAR PINEWOOD, CO.",usgs,40.3727619,-105.2272083
06741000,CO,"COTTONWOOD CREEK NEAR PINEWOOD, CO",usgs,40.3777619,-105.2358197
06741500,CO,"BIG THOMPSON RIVER NEAR LOVELAND, CO.",usgs,40.39803908,-105.1063702
06741510,CO,"BIG THOMPSON RIVER AT LOVELAND, CO.",usgs,40.3785946,-105.0610909
06742000,CO,"LITTLE THOMPSON RIVER NEAR BERTHOUD, CO",usgs,40.2572073,-105.2047086
06743500,CO,"LITTLE THOMPSON RIVER AT MILLIKEN, CO",usgs,40.33526026,-104.8652504
06744000,CO,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE, CO.",usgs,40.3499817,-104.7849693
06745000,CO,"CACHE LA POUDRE RIVER AB CHAMBERS LK OUTLET, CO.",usgs,40.6341478,-105.8075081
06746095,CO,"JOE WRIGHT CREEK ABOVE JOE WRIGHT RESERVOIR, CO",usgs,40.5399822,-105.88279
06746100,CO,"JOE WRIGHT CREEK NEAR CAMERON PASS, CO",usgs,40.54692659,-105.8758452
06746110,CO,"JOE WRIGHT CREEK BELOW JOE WRIGHT RESERVOIR, CO",usgs,40.5619264,-105.8639
06747500,CO,"CACHE LA POUDRE RIVER NEAR RUSTIC, CO.",usgs,40.69553627,-105.6902802
06748000,CO,"CACHE LA POUDRE RIVER NEAR LOG CABIN, CO.",usgs,40.6994254,-105.572219
06748200,CO,"FALL CREEK NEAR RUSTIC, CO.",usgs,40.55164929,-105.6269458
06748500,CO,"SOUTH FORK CACHE LA POUDRE RIVER NR EGGERS, CO.",usgs,40.6180374,-105.5252736
06748510,CO,"LITTLE BEAVER CREEK NEAR IDYLWILDE, CO",usgs,40.63859264,-105.6616684
06748530,CO,"LITTLE BEAVER CREEK NEAR RUSTIC, CO",usgs,40.62303736,-105.5649975
06748600,CO,"SOUTH FORK CACHE LA POUDRE RIVER NR RUSTIC, CO.",usgs,40.6469261,-105.493605
06749000,CO,"CACHE LA POUDRE RIVER BELOW ELKHORN CREEK, CO.",usgs,40.6922035,-105.433324
06751150,CO,N FK CACHE LA POUDRE R BLW HALLIGAN RES NR VA DALE,usgs,40.87831637,-105.3380411
06751490,CO,"NORTH FORK CACHE LA POUDRE RIVER AT LIVERMORE, CO",usgs,40.7874815,-105.2522047
06751500,CO,"N FORK CACHE LA POUDRE RIVER NEAR LIVERMORE, CO.",usgs,40.7027592,-105.2341492
06752000,CO,"CACHE LA POUDRE RIV AT MO OF CN, NR FT COLLINS, CO",usgs,40.6644262,-105.2244271
06752260,CO,"CACHE LA POUDRE RIVER AT FORT COLLINS, CO",usgs,40.58914908,-105.0697002
06752280,CO,"CACHE LA POUDRE RIV AB BOXELDER CRK NR TIMNATH, CO",usgs,40.5519269,-105.011365
06752500,CO,"CACHE LA POUDRE RIVER NEAR GREELEY, CO.",usgs,40.41775868,-104.6399624
06753400,CO,"LONETREE CREEK AT CARR, CO.",usgs,40.8983161,-104.8680253
06753500,CO,"LONETREE CREEK NEAR NUNN, CO.",usgs,40.76664755,-104.7908027
06753990,CO,"LONETREE CREEK NEAR GREELEY, CO.",usgs,40.4424808,-104.5888487
06754000,CO,"SOUTH PLATTE RIVER NEAR KERSEY, CO",usgs,40.4119253,-104.5627366
06756500,CO,"CROW CREEK NEAR BARNSVILLE, CO.",usgs,40.49303689,-104.4435651
06756995,CO,"SOUTH PLATTE RIVER AT MASTERS, CO.",usgs,40.30581435,-104.2449505
06757000,CO,"SOUTH PLATTE RIVER AT SUBLETTE, CO.",usgs,40.3038701,-104.179117
06757600,CO,"KIOWA CREEK AT K-79 RES, NEAR EASTONVILLE, CO.",usgs,39.06665849,-104.5824711
06758000,CO,"KIOWA CREEK AT ELBERT, CO.",usgs,39.2097116,-104.5338582
06758100,CO,"WEST KIOWA CREEK AT ELBERT, CO.",usgs,39.21054499,-104.5383027
06758200,CO,"KIOWA CREEK AT KIOWA, CO.",usgs,39.33720969,-104.4755226
06758300,CO,"KIOWA CREEK AT BENNETT, CO.",usgs,39.7483178,-104.4132943
06758500,CO,"SOUTH PLATTE RIVER NEAR WELDONA, CO",usgs,40.32138889,-103.9202778
06759000,CO,"BIJOU CREEK NEAR WIGGINS, CO.",usgs,40.2480359,-104.0360609
06759100,CO,"BIJOU CREEK NEAR FT. MORGAN, CO.",usgs,40.28275889,-103.8755062
06759500,CO,"SOUTH PLATTE RIVER AT FORT MORGAN, CO",usgs,40.26840278,-103.8011917
06759910,CO,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NR BALZAC, CO",usgs,40.3575,-103.5280556
06760000,CO,"SOUTH PLATTE RIVER AT BALZAC, CO.",usgs,40.406647,-103.4666092
06760500,CO,"SOUTH PLATTE RIVER NEAR CROOK, CO.",usgs,40.8433245,-102.8132488
06763980,CO,"S. PLATTE R. AT JULESBURG, COLO. (CHAN. 4)",usgs,40.9794371,-102.2546295
06763990,CO,"S. PLATTE R. AT JULESBURG, COLO. (CHAN. 2)",usgs,40.9794371,-102.2546295
06764000,CO,"SOUTH PLATTE RIVER AT JULESBURG, CO",usgs,40.97499276,-102.2518517
06821360,CO,ARIKAREE RIVER ABV SPRING CANYON NR IDALIA CO,usgs,39.75193556,-102.4121429
06822000,CO,"NORTH FORK REPUBLICAN RIVER NEAR WRAY, CO.",usgs,40.07360058,-102.2854739
06825000,CO,"SOUTH FORK REPUBLICAN RIVER NEAR IDALIA, CO.",usgs,39.61638215,-102.2426918
06825500,CO,"LANDSMAN CREEK NEAR HALE, CO.",usgs,39.575549,-102.2521363
06826000,CO,"BONNY RESERVOIR NEAR HALE, CO.",usgs,39.62332685,-102.1743558
06826500,CO,"SOUTH FORK REPUBLICAN RIVER NEAR HALE, CO.",usgs,39.62388245,-102.163522
07079200,CO,"LEADVILLE MINE DRAINAGE TUNNEL AT LEADVILLE, CO",usgs,39.2747115,-106.2880795
07079300,CO,"EF ARKANSAS R AT US HIGHWAY 24, NR LEADVILLE, CO.",usgs,39.2724892,-106.3064133
07079500,CO,"EAST FORK ARKANSAS RIVER NEAR LEADVILLE, CO.",usgs,39.2597114,-106.3405807
07080980,CO,"ST. KEVIN GULCH ABV TEMPLE GULCH NR LEADVILLE, CO",usgs,39.2913775,-106.3691928
07081000,CO,"TENNESSEE CREEK NEAR LEADVILLE, CO.",usgs,39.26415578,-106.3408585
07081200,CO,"ARKANSAS RIVER NEAR LEADVILLE, CO",usgs,39.249,-106.3481111
07081800,CO,"CALIFORNIA GULCH AT MALTA, CO.",usgs,39.22248969,-106.355303
07082000,CO,"LAKE FORK ABOVE SUGAR LOAF RESERVOIR, CO.",usgs,39.26971096,-106.3950266
07083000,CO,"HALFMOON CREEK NEAR MALTA, CO",usgs,39.17221259,-106.3891926
07083200,CO,"HALFMOON CR BL HALFMOON DIVERSION NR LEADVILLE, CO",usgs,39.1857222,-106.3833611
07083500,CO,"HALFMOON CREEK NEAR LEADVILLE, CO.",usgs,39.20248995,-106.3697478
07083700,CO,"ARKANSAS RIVER NEAR MALTA, CO.",usgs,39.1688797,-106.3241909
07083710,CO,"ARKANSAS RIVER BELOW EMPIRE GULCH NEAR MALTA, CO",usgs,39.1638798,-106.320024
07084500,CO,"LAKE CREEK ABOVE TWIN LAKES RESERVOIR, CO.",usgs,39.0630477,-106.4078037
07086000,CO,"ARKANSAS RIVER AT GRANITE, CO.",usgs,39.04277116,-106.2658553
07086500,CO,"CLEAR CREEK ABOVE CLEAR CREEK RESERVOIR, CO.",usgs,39.0180493,-106.2778
07087050,CO,"ARKANSAS RIVER BELOW GRANITE, CO",usgs,38.9949943,-106.2202983
07087200,CO,"ARKANSAS RIVER AT BUENA VISTA, CO.",usgs,38.8491622,-106.1247397
